Column A,Column B,Start Position,End Position
מקהלת נרננה ומנדי ג'רופי בסינגל ווקאלי לימי העומר,מקהלת נרננה,0,1
"מנדי רוט, מקהלת נרננה, יענקי רובין - שלח אורך & מנורה",מקהלת נרננה,3,4
אבי דרור מארח את אלי הרצליך ונמואל לפורימיקס,אלי הרצליך,4,5
- אלי הרצליך - מחדש את חי - מקורי,אלי הרצליך,1,2
צמד ה Djs מארח את נתנאל ישראל והריקותי,נתנאל ישראל,5,6
שרולי ברונכר & נתנאל ישראל - בין קודש לחול,נתנאל ישראל,3,4
איציק אורלב עם ישראל חי,איציק אורלב,0,1
איציק אורלב חוזר בסינגל חדש ''עולם חדש'',איציק אורלב,0,1
אמני ישראל שרים שוב והפעם - אני מאמין,אמני ישראל,0,1
אמני ישראל בביצוע משותף מרגש - רפא צירי,אמני ישראל,0,1
שמחה ליינר - קלאסיקות אברהם פריד,שמחה ליינר,0,1
"שמחה ליינר, ברוך צ_ייט - מחרוזת צ_ייט",שמחה ליינר,0,1
שמחה ליינר - קלאסיקות אברהם פריד,אברהם פריד,4,5
דניאל ישי בקאבר ווקאלי לשירו של אברהם פריד שלח לי כח,אברהם פריד,6,7
קובי ברומר בסינגל חדש 'עוסק בתורה' לקראת חג השבועות,קובי ברומר,0,1
קובי ברומר בסינגל חדש 'השם ישמור',קובי ברומר,0,1
יוסף נטיב כתב הלחין ושר ''אני היהלום'',יוסף נטיב,0,1
יוסף נטיב בסינגל חדש ''נורא אתה'',יוסף נטיב,0,1
אביב אלוש בביצוע מרגש ''אני מאמין'' מתוך פרויקט 'צמאה',אביב אלוש,0,1
"דוד בארי בסינגל סוחף ומרגש, בהשתתפות נחמן צוקר ''אדון השמחה והחדוה''",דוד בארי,0,1
דוד בארי בסינגל חדש סוחף ומרגש בהתעטף עלי רוחי,דוד בארי,0,1
נריה אנג'ל פוצח בשיר מקורי לכבוד חודש אדר 'ליהודים',נריה אנג'ל,0,1
נריה אנג'ל בגרסה מקפיצה ''הולך רק איתך'',נריה אנג'ל,0,1
דודי קאליש ומקהלת נרננה – מחה תמחה לפורים,דודי קאליש,0,1
"אהרל'ה סמט, מוטי ויזל , דודי קאליש, משה דוד וייסמנדל & מקהלת נשמה ב''מזמור שיר - מחרוזת חנוכה''",דודי קאליש,6,7
בנצי קלצקין ומוטי ויזל בחידוש מרגש ''מעוז צור'',בנצי קלצקין,0,1
בנצי קלצקין ומקהלת 'מלכות' בסינגל חדש ''נכספה'',בנצי קלצקין,0,1
משה פלד בסינגל חדש 'דווקא עכשיו',משה פלד,0,1
משה פלד עם סינגל אופטימי ומרגש ''אחים'',משה פלד,0,1
- אבי בן ישראל - ממלכת אביחצירא - מזרחי,אבי בן ישראל,1,3
אבי בן ישראל שר על ממלכת אבוחצירא לזרעו ציוה הברכה,אבי בן ישראל,0,2
אלעד שער ואיתי עמרן-יהי רצון 2011,אלעד שער,0,1
אלעד שער עם סינגל חדש 'שברים,אלעד שער,0,1
"אהרל'ה סמט, מוטי ויזל , דודי קאליש, משה דוד וייסמנדל & מקהלת נשמה ב''מזמור שיר - מחרוזת חנוכה''",אהרל'ה סמט,0,1
אהרל'ה סמט עם נגיעות מהתפילות בויז'ניץ 'הייליגע מינוטן',אהרל'ה סמט,0,1
"אהרל'ה סמט, מוטי ויזל , דודי קאליש, משה דוד וייסמנדל & מקהלת נשמה ב''מזמור שיר - מחרוזת חנוכה''",מוטי ויזל,3,4
"ה'סדר' של מוטי ויזל, מקהלת 'מלכות' והרשי סגל",מוטי ויזל,3,4
"אהרל'ה סמט, מוטי ויזל , דודי קאליש, משה דוד וייסמנדל & מקהלת נשמה ב''מזמור שיר - מחרוזת חנוכה''",משה דוד וייסמנדל,9,11
משה דוד וייסמנדל יוני אליאב ותזמורתו במחרוזת ריקודים,משה דוד וייסמנדל,0,2
09 - מחרוזת וולסים חסידיים - מונה רוזנבלום,מונה רוזנבלום,6,7
סיים מסכת עי צמד המוזיקאים משה מונה רוזנבלום ורולי דיקמן,מונה רוזנבלום,6,7
אלחי אזרד בסינגל חדש לקראת האלבום ''לאן אלך'',אלחי אזרד,0,1
אבי אילסון פותח את עונת החתונות כל המשמח חתן וכלה,אבי אילסון,0,1
אבי אילסון ואיציק דדיה בדואט לוהט של הקיץ ''שבילים'',אבי אילסון,0,1
קול חתן פייבל גרינבערג,פייבל גרינבערג,2,3
פייבל גרינבערג בסינגל בכורה מרגש 'ס'זיכער גוט,פייבל גרינבערג,0,1
אהרון סיטבון שר בגעגועים לירושלים,אהרון סיטבון,0,1
אהרון סיטבון עם סינגל חדש - אין לי מילים,אהרון סיטבון,0,1
יובל טייב-עם אחד 2010 [upo,יובל טייב,0,1
יובל טייב חוזר בסינגל חדש מה אני בלעדיך,יובל טייב,0,1
שרולי ברונכר מארח את דוד אשר – בזמן הזה,שרולי ברונכר,0,1
שרולי ברונכר & משה חבושה - י-ה ריבון,שרולי ברונכר,0,1
שרולי ברונכר מארח את דוד אשר – בזמן הזה,דוד אשר,4,5
שרולי ברונכר מארח את דוד אשר בסינגל חדש ''אהבתי'',דוד אשר,4,5
יהודה אריה ביאלוסטוצקי בביצוע לשיר אדון עולם של שמילי אונגר,שמילי אונגר,8,9
שמילי אונגר בסינגל חדש כולנו,שמילי אונגר,0,1
"אהר'לע סאמט, מענדי ווייס, מקהלת מלכות, חסידימלעך, הרשי סגל - לבוש מלכות",מקהלת מלכות,6,7
מקהלת מלכות ובנה ירושלים-ווקאלי,מקהלת מלכות,0,1
להקת מזמור שיר בביצוע מרגש לשיר נשמת בלחנו המיוחד של יהודה גרין,יהודה גרין,10,11
יהודה גרין - רבונו של עולם,יהודה גרין,0,1
דוד גבאי בורא עולם,דוד גבאי,0,1
דוד גבאי - בורא עולם,דוד גבאי,0,1
אליסף חפץ בסינגל חדש ומרגש לכבוד יו''ד שבט ''מתגברים'',אליסף חפץ,0,1
אליסף חפץ בחשיפה לניגון חב''ד הקפות לרבי לוי יצחק,אליסף חפץ,0,1
נעלה ונראה לוי פלקוביץ ויענקי דסקל ומענדי ווייס ובנצי קלצקין ושמוליק ויינריך ומקהלת מלכות,לוי פלקוביץ,2,3
היום הרת עולם לוי פלקוביץ ואפרים מרקוביץ,לוי פלקוביץ,3,4
יהודה שקד בקאבר ללהיט של יענקי דסקל ''ויהיו זרעי'',יענקי דסקל,5,6
יענקי דסקל ומקהלת מלכות בסינגל חדש ''העבר עיני'',יענקי דסקל,0,1
רפאל בן מגיש ביצוע מרגש משלו לשיר 'כשושנה' של פריד,רפאל בן,0,1
רפאל בן בסינגל חדש למילות הפיוט המרגש ''בן אדם מה לך נרדם'',רפאל בן,0,1
שרולי גרין ב''סינגל'' חדש לקראת פורים,שרולי גרין,0,1
ר לוי יצחק  פרויקט TYH שרולי גרין,שרולי גרין,6,7
יניב בן משיח בסינגל חדש ''סימן קטן'',יניב בן משיח,0,2
יניב בן משיח בסינגל חדש ''כמה טוב השם'',יניב בן משיח,0,2
יהונתן ניצן ומיכאל מרסה - 'רק התורה',יהונתן ניצן,0,1
יהונתן ניצן בסינגל חדש ''ותן בנו'',יהונתן ניצן,0,1
"זאנוויל ויינברגר, מקהלת שירה, מונה רוזנבלום - בקולות וברקים",זאנוויל ויינברגר,0,1
זאנוויל ויינברגר ומקהלת שירה בביצע וואקלי אנא בכוח,זאנוויל ויינברגר,0,1
"זאנוויל ויינברגר, מקהלת שירה, מונה רוזנבלום - בקולות וברקים",מקהלת שירה,3,4
"אלימלך ברוינשטיין, מקהלת שירה - רצוננו",מקהלת שירה,3,4
בני פרידמן – לחישות הלב - דוגמה,בני פרידמן,0,1
בני פרידמן בסינגל חדש ''ובאותו הזמן'',בני פרידמן,0,1
צבי וייס & חננאל אוחנה ב“אדון הסליחות” ממזרח ומערב,צבי וייס,0,1
צבי וייס החזן והמגיש ב'קול חי מיוזיק' בשיר חדש ''קולי'',צבי וייס,0,1
צבי וייס & חננאל אוחנה ב“אדון הסליחות” ממזרח ומערב,חננאל אוחנה,3,4
חננאל אוחנה שר לזכר אחיו שטבע בכינרת פלגי מים,חננאל אוחנה,0,1
נהוראי אריאלי מגיש סינגל חדש ואנרגטי ''בית נאמן'',נהוראי אריאלי,0,1
דף חדש נהוראי אריאלי,נהוראי אריאלי,2,3
11.בית בישראל - דדי גראוכר ושלומי גרטנר,דדי גראוכר,3,4
דדי גראוכר ושלוימי גרטנר בית בישראל,דדי גראוכר,0,1
דוידי נחשון מארח את דייויד טויב ומיכאל אזולאי - מחרוזת פורים 1,דוידי נחשון,0,1
דוידי נחשון מגיש (25 דקות) מחרוזת שבתית בפסנתר,דוידי נחשון,0,1
דוידי נחשון מארח את דייויד טויב ומיכאל אזולאי - מחרוזת פורים 1,דייויד טויב,4,5
דייויד טויב מארח ידידים בסינגל חדש – די חנוכה ניגון,דייויד טויב,0,1
הרב מנחם מענדל עמאר מתכבד להגיש ''ניגון התוועדות לר׳ שלום חריטונוב'',שלום חריטונוב,10,11
ניגון התוועדות לר׳ שלום חריטונוב הרב מנחם מענדל עמאר,שלום חריטונוב,3,4
ההמגיד – סינגל בכורה לזמר קובי גרינבוים,קובי גרינבוים,5,6
קובי גרינבוים ומקהלת 'מלכות' פותחים את עונת החתונות,קובי גרינבוים,0,1
14 - ניגון שמחה - שלמה כהן,שלמה כהן,5,6
14.פתח לנו שער - שלמה כהן ומקהלת רננו חסידים,שלמה כהן,4,5
יומם של מיילך קאהן עי Strumz באנד,מיילך קאהן,2,3
אש תמיד מיילך קאהן,מיילך קאהן,2,3
ארי היל ושמחה פרידמן בקאבר לשיר 'מוכנים',ארי היל,0,1
"ארי היל, יואלי קליין, שעיה גרוס בירסת רמיקס ''לבוא אל המלך''",ארי היל,0,1
יונתן שינפלד בסינגל חדש ''רגעים'',יונתן שינפלד,0,1
יונתן שינפלד שר ייאולי יחוס'' של שלמה יהודה רכניץ,יונתן שינפלד,0,1
מנדי וורך מגיש סינל חדש רבי תגיד לי (Rebbe Tell Me) מבית 'תודה לך השם' TYH,מנדי וורך,0,1
דיג'יי פארברנגן מנדי וורך ושרולי גרין ''אפ-מיקס פסח'',מנדי וורך,2,3
זאבי וולס בסינגל חדש אחת שאלתי,זאבי וולס,0,1
יעקב שוואקי באלבום בינלאומי חדש מוזיקה MUSICA,יעקב שוואקי,0,1
יעקב שוואקי מגיש רבי נהוראי בגרסת רמיקס,יעקב שוואקי,0,1
ילד הפלא דודי לינקר & שלוימי דסקל יבנה המקדש,דודי לינקר,2,3
ישראל אדלר & ילד הפלא דודי לינקר במחנה ההשמדה בירקנאו,דודי לינקר,5,6
ילד הפלא דודי לינקר & שלוימי דסקל יבנה המקדש,שלוימי דסקל,5,6
"שולי רנד, וחתן הבר מצווה נתי ליכטשטיין, בדואט משותף 'בין קודש לחול'",שולי רנד,0,1
שולי רנד - שירת העשבים,שולי רנד,0,1
שלמה רג'ה בסינגל חדש בשם 'תפילות' מתוך אלבום מס' 2 הנקרא ''חצות'',שלמה רג'ה,0,1
שלמה רג'ה שר עוד כוס קפה במז'יבוז',שלמה רג'ה,0,1
הראפר ניסים בלאק כובש בסינגל חדש – זמן חרותנו,ניסים בלאק,1,2
ניסים בלאק וישראל פורטנוי בביצוע מ'פרויקט ניגון' ''מי האיש'',ניסים בלאק,0,1
פיני איינהורן ושמחה אברמצ'יק מגישים מחרוזת פורים תשפ''ג,פיני איינהורן,0,1
פיני איינהורן ושימי סקלר מבצעים את השיר Unity,פיני איינהורן,0,1
שוכי גולדשטיין בשיר חדש לל''ג בעומר ''לכל ישראל האיר'',שוכי גולדשטיין,0,1
"שוכי גולדשטיין, מקהלת קולות, יענקי רובין - מחרוזת חג הפסח",שוכי גולדשטיין,0,1
משה יעקב בן ארויה בסינגל חדש אבנים מספרות,משה יעקב,0,1
משה יעקב בן ארויה - אסור להתייאש,משה יעקב,0,1
חיים דבש בסינגל חדש מגשים חלום,חיים דבש,0,1
חיים דבש מחדש את הנוסטלגיה באלבומו רגעי קסם,חיים דבש,0,1
"ארי היל, יואלי קליין, שעיה גרוס בירסת רמיקס ''לבוא אל המלך''",יואלי קליין,3,4
יואלי קליין & שייע גרוס - מזמור לתודה,יואלי קליין,0,1
עמירן דביר והלהקה - אנא בכח,עמירן דביר,0,1
שלום קוראים לי עולם עמירן דביר מילים ולחן שמואל יונה h T5D1Nctyo,עמירן דביר,4,5
איתמר שטיין מוציא סינגל חדש ומפתיע לכבוד פורים - ''ראפורים'',איתמר שטיין,0,1
מחרוזת שמחה אנרגטית איתמר שטיין ואליהו לייפער,איתמר שטיין,3,4
ברוך שלום בלסופסקי - כי עליך עינינו,ברוך שלום,0,1
"ברוך שלום בלסופסקי כתב, הלחין ושר 'מנוחת הנפש'",ברוך שלום,0,1
& מקהלת ידידים - ישאלוני רעיוני,מקהלת ידידים,1,2
מקהלת ידידים העולמית & שרוליק מנדלסון מארחים את ישי לפידות - מחרוזת שירי חנוכה,מקהלת ידידים,0,1
02 - לב טהור - מוטי שטיינמץ,לב טהור,2,3
דודי קאליש וארי היל בדואט מרגש – לב טהור,לב טהור,7,8
02 - לב טהור - מוטי שטיינמץ,מוטי שטיינמץ,5,6
הודו לה מוטי שטיינמץ,מוטי שטיינמץ,2,3
עמנואל שולמן בסינגל חדש ''אם כולם היו'',עמנואל שולמן,0,1
עמנואל שולמן בסינגל חדש - ''תחייך'',עמנואל שולמן,0,1
משה לוק וחברים - אללה אלאלי,משה לוק,0,1
משה לוק מקפיץ עם מחרוזת שירי חב''ד,משה לוק,0,1
אחד אל אחד הלל מאיר ונאור אלחדד תפילת השל ה Hillel Meir Naor Elchadad Cover,הלל מאיר,3,4
אחד אל אחד הלל מאיר וירוחם גולד נשמה Hillel Meir Yerucham Gold Neshama Cover,הלל מאיר,3,4
באווירת הימים הנוראים - אודי דוידי מרגש עם תקע,אודי דוידי,4,5
אודי דוידי בדרך לאלבום שמיני אהבת עולם,אודי דוידי,0,1
עוזיה צדוק חוזר  עם סינגל חדש שיר ימיך,עוזיה צדוק,0,1
פורים חגיגה - קינדרלעך עוזיה צדוק,עוזיה צדוק,4,5
מאיר אדלר מבצע בקומזיץ שירים ונוסח של ויז'ניץ,מאיר אדלר,0,1
אוי באשעפער רחמים! מאיר אדלר ומקהלת 'מלכות',מאיר אדלר,4,5
אהרן רזאל בלחן סליחות מקורי עזב נא בן אדם,אהרן רזאל,0,1
אהרן רזאל - לך עמי (ווקאלי),אהרן רזאל,0,1
11 דודי הרשקופ מרגש לרגל הילולת ר' ישעיל'ה  - ר' ישעי' בן ר' משה (ווקאלי),דודי הרשקופ,1,2
ילד הפלא דודי הרשקופ יחד עם מקהלת קולות,דודי הרשקופ,2,3
נפתלי בלומנטל בסינגל חדש מאין,נפתלי בלומנטל,0,1
נפתלי בלומנטל - ברוך המקום,נפתלי בלומנטל,0,1
ישראל ג'רופי בסינגל חדש 'אשריכם,ישראל ג'רופי,0,1
ישראל ג'רופי בסינגל חדש תענה לי,ישראל ג'רופי,0,1
מיכה שקד מזמר את חיים נחמן ביאליק ביידיש,מיכה שקד,0,1
"מיכה שקד התחזק, ומגיש אלבום יהודי ראשון עלינו לשבח",מיכה שקד,0,1
מיכה שקד מזמר את חיים נחמן ביאליק ביידיש,חיים נחמן,4,5
חיים נחמן ומנדי ג'רופי בסינגל חדש בביצוע משותף - ''הקהל'',חיים נחמן,0,1
שרולי ברונכר & משה חבושה - י-ה ריבון,משה חבושה,3,4
משה חבושה - הגדה של פסח נוסח בגדאדי עתיק יומין,משה חבושה,0,1
אלי פרידמן תפס טרמפ ונסע אל בית אבי,אלי פרידמן,0,1
אלי פרידמן - מחרוזת שירי שבת - מתוך המופע שרים ביקב,אלי פרידמן,0,1
מקהלת ידידים העולמית & שרוליק מנדלסון מארחים את ישי לפידות - מחרוזת שירי חנוכה,ישי לפידות,8,9
"עקיבא מרגליות, ישי לפידות והקהל שרים ברגש ''השבעתי אתכם'' -",ישי לפידות,3,4
שלום למר וילד הפלא שלום בראדט -נפשי,שלום למר,0,1
"שלום למר, אלי שוובל - זה אנחנו",שלום למר,0,1
שלום למר וילד הפלא שלום בראדט -נפשי,שלום בראדט,4,5
"ילד הפלא שלום בראדט, מקהלת 'מלכות' ומונה רוזנבלום - 'גם כי אלך'",שלום בראדט,2,3
מעלת ריבוי הלימוד יוסי גרין,יוסי גרין,3,4
יוסי גרין ואיצי ברי בסינגל חדש הרים יכולים לזוז,יוסי גרין,0,1
מוטי גולדמן ומקהלת מלכות – 'ניגון זלוטשוב',מוטי גולדמן,0,1
"05 הביצוע של מקהלת קולות, מוטי גולדמן ולייזר ברנד",מוטי גולדמן,6,7
שלום קוראים לי עולם עמירן דביר מילים ולחן שמואל יונה h T5D1Nctyo,שמואל יונה,8,9
מקהלת וויזניץ בית שמש בניגון חדש ''אהבת עולם'' שחיבר ר' שמואל יונה לסיצין,שמואל יונה,13,14
"שלום למר, אלי שוובל - זה אנחנו",אלי שוובל,3,4
"להקת 'לב טהור', אלי שוובל ואייבי רוטנברג ''מסע בים''",אלי שוובל,6,7
אברהם משה ברדוגו והחבר'ה- לחדש נעורי,אברהם משה ברדוגו,0,2
אברהם משה ברדוגו מגיש ונהפוך הוא,אברהם משה ברדוגו,0,2
משה קליין & גד אלבז - לנסות,משה קליין,0,1
משה קליין - עוד לא מאוחר,משה קליין,0,1
משה קליין & גד אלבז - לנסות,גד אלבז,3,4
גד אלבז מגיש לכם להיט חתונות מקפיץ,גד אלבז,0,1
בורא רפואות יוסף ניוקומב ויוסי האכט ומשה אביגדור,יוסף ניוקומב,2,3
מי שאמר יוסף ניוקומב,יוסף ניוקומב,2,3
עמיחי סובר בסינגל חדש חסל,עמיחי סובר,0,1
עמיחי סובר - תורתי,עמיחי סובר,0,1
דניאל ישי בקאבר ווקאלי לשירו של אברהם פריד שלח לי כח,דניאל ישי,0,1
דניאל ישי מארח את נתנאל גם זו לטובה רק עוד רגע,דניאל ישי,0,1
יוסי ברגר בסינגל חדש לכבוד פורים אם על המלך,יוסי ברגר,0,1
יוסי ברגר מארח את עמירן דביר – מימיני מיכאל,יוסי ברגר,0,1
בערי וועבר ולהקת סטרומז - לכו נרננה,בערי וועבר,0,1
בערי וועבר מגיש סינגל מרגש לב נשבר,בערי וועבר,0,1
ישראל מאיר פרידברג - היום ילידיתך,ישראל מאיר פרידברג,0,2
לחן חדש 'אתה תקותי' מאת ר' ישראל מאיר פרידברג,ישראל מאיר פרידברג,9,11
05 - נחל נובע - ליפא שמעלצר,ליפא שמעלצר,5,6
ליפא שמעלצר מרדכי בן דוד ומקהלת שירה יוסי שטענדיג,ליפא שמעלצר,0,1
ברוך לוין באלבום עשירי - ''לב חדש'',ברוך לוין,0,1
ברוך לוין - אודך השם (ווקאלי),ברוך לוין,0,1
מיכה גמרמן בסינגל חדש – רבים,מיכה גמרמן,0,1
כל האור בעולם מיכה גמרמן,מיכה גמרמן,3,4
ונסלח אביתר בנאי,אביתר בנאי,1,2
אביתר בנאי בביצוע ייחודי ומרטיט 'ונסלח',אביתר בנאי,0,1
יענקי ברוין בלחן מרגש למילותיו של ליפא שְׁפֹךְ חֲמָתְךָ,יענקי ברוין,0,1
יענקי ברוין וארהל'ה סאמט מארחים את להקת יאפצ'יק הנרות הללו,יענקי ברוין,0,1
"לייבי מושקוביץ, הרשי רוטנברג, מקהלת זמרו - אני מאמין",הרשי רוטנברג,3,4
הרשי רוטנברג כתב הלחין ושר 'אמונה',הרשי רוטנברג,0,1
אסף הרוש בסינגל חדש לחיות עוד פעם,אסף הרוש,0,1
"אסף הרוש כתב, הלחין ושר ''אין סוף''",אסף הרוש,0,1
"יצחק מאיר, אברהם בלטי  ניגון התבוננות",יצחק מאיר,0,1
לוי פולקובי'ץ שר ביחד עם יצחק מאיר ליבי ובשרי,יצחק מאיר,5,6
"המופע הגדול של צמאה עם ישי ריבו, אברהם פריד, ברי סחרוף ואביתר בנאי. שידור חוזר מחלק המוזיקלי",ישי ריבו,5,6
להקת זושא מארחת את ישי ריבו 'לכה דודי' מתוך אלבומו החדש פתח את השערים,ישי ריבו,4,5
"המופע הגדול של צמאה עם ישי ריבו, אברהם פריד, ברי סחרוף ואביתר בנאי. שידור חוזר מחלק המוזיקלי",ברי סחרוף,11,12
ברי סחרוף בביצוע מיוחד לצמאה ומבצע ניגון חבדי לשבת,ברי סחרוף,0,1
"אייבי רוטנברג, שלמה שמחה וברוך לוין במחרוזת שירים",אייבי רוטנברג,0,1
נחת בלדינגר מגיש קאבר ל'זיכרונות' של אייבי רוטנברג,אייבי רוטנברג,7,8
"אייבי רוטנברג, שלמה שמחה וברוך לוין במחרוזת שירים",שלמה שמחה,3,4
שלמה שמחה והילד חיים ציפל שרים מכניסי רחמים,שלמה שמחה,0,1
שמש רוח וקפה אודי דמארי,אודי דמארי,3,4
אודי דמארי בסינגל חדש עדיין ילד,אודי דמארי,0,1
יחיאל ליכטיגר בסינגל חדש ומקפיץ – אמת,יחיאל ליכטיגר,0,1
החזן והזמר יחיאל ליכטיגר בביצוע ווקאלי ליצירה 'מודים',יחיאל ליכטיגר,2,3
למנצח לידותון- משה לוי  5,משה לוי,2,3
כל השירים   משה לוי,משה לוי,3,4
אברימי רוט ובערל צוקר בדואט לזכרו של מרן זצוק''ל,אברימי רוט,0,1
אברימי רוט וחברים מחדשים ''מעל פסגת הר הצופים'',אברימי רוט,0,1
דוד שמחה - אשת חיל,דוד שמחה,0,1
דוד שמחה מגיש - 'מי אדיר' (נפשי),דוד שמחה,0,1
שמע לוי כהן,לוי כהן,1,2
לוי כהן הלחין ושר אתה קדוש,לוי כהן,0,1
דניאל אדמון - שנים אתה לא פה,דניאל אדמון,0,1
דניאל אדמון - אחד שכבר היה פה,דניאל אדמון,0,1
זאבי קאופמן בסינגל חדש אני מאמין,זאבי קאופמן,0,1
זאבי קאופמן בסינגל חדש כי טוב השם,זאבי קאופמן,0,1
ישראל גברא בסינגל שני אתה המלך,ישראל גברא,0,1
אור חדש ישראל גברא,ישראל גברא,2,3
ירושלים  רמיקס עומר אדם _ די ג_י רוני מלר,עומר אדם,4,5
ירושלים עומר אדם,עומר אדם,2,3
יוסי גרין & אידיש נחת - ניגון התוועדות שמח מתוך חב''ד 4,אידיש נחת,3,4
משה קרויס מגיש - מקהלת אידיש נחת ''ויקרא'',אידיש נחת,5,6
לנצח כל מכשול חיים ציפל,חיים ציפל,3,4
שלמה שמחה והילד חיים ציפל שרים מכניסי רחמים,חיים ציפל,3,4
לאחר עשור הזמר והיוצר יונה קריאף בסינגל חדש,יונה קריאף,4,5
רולי דיקמן יוצא עם סינגל חדש – 'יש לי טאטע',רולי דיקמן,0,1
"שמתחת בית השואבה 1 - מקהלת מלכות, מוטי ויזל, רולי דיקמן, יואלי קליין, שרוליק קלצקין ושמוליק ויינריך",רולי דיקמן,11,12
משפחת קלצקו בלחן חדש של האב ''כשאני'',משפחת קלצקו,0,1
משפחת קלצקו בסינגל חדש לפורים ''זמרו לאלוקים זמרו'',משפחת קלצקו,0,1
אביגדור רוט - אבינו,אביגדור רוט,0,1
אביגדור רוט בסינגל חדש - 'אבינו',אביגדור רוט,0,1
ישראל סוסנה ותלמידי ישיבת ''אש התלמוד'' שרים ''אהבת תורה'',ישראל סוסנה,0,1
ישראל סוסנה בביצוע נוסטלגי לנקדש את שמך,ישראל סוסנה,0,1
אחיה אשר כהן אלורו עם ניגון ראש חודש כסליו,אחיה אשר כהן,0,2
אחיה אשר כהן אלורו וחברים - יוסף ניגון,אחיה אשר כהן,0,2
"10 שלמה יהודה רכניץ, ברוך לוין. משה מנדלוביץ', אברהם חיים גרין ומקהלת שירה - והראינו",שלמה יהודה רכניץ,1,3
יונתן שינפלד שר ייאולי יחוס'' של שלמה יהודה רכניץ,שלמה יהודה רכניץ,7,9
"10 שלמה יהודה רכניץ, ברוך לוין. משה מנדלוביץ', אברהם חיים גרין ומקהלת שירה - והראינו",משה מנדלוביץ,8,9
"12. ברוך לוין, משה מנדלוביץ, א.ח. גרין, מקהלת שירה - והראינו",משה מנדלוביץ,5,6
"10 שלמה יהודה רכניץ, ברוך לוין. משה מנדלוביץ', אברהם חיים גרין ומקהלת שירה - והראינו",אברהם חיים גרין,12,14
06 מקהלת שירה & משה הרצל & אברהם חיים גרין - מה תשתוחחי,אברהם חיים גרין,7,9
עקיבא געלב & זלמן לייב פרידמן - נחמו עמי,עקיבא געלב,0,1
עקיבא געלב וחזקי שוורץ מגישים 'דאנס איט 2',עקיבא געלב,0,1
ליפא שמעלצר מרדכי בן דוד ומקהלת שירה יוסי שטענדיג,מרדכי בן דוד,2,4
עיבוד מושלם לכל שירי 'ימים נוראים' של מרדכי בן דוד,מרדכי בן דוד,9,11
יהי רצון אליהו לייפער ואיתמר שטיין,אליהו לייפער,2,3
יונתן הרשקוביץ & אליהו לייפער - א טעם פון שבת קודש,אליהו לייפער,3,4
איציק דדיה – ברכת הבנים,איציק דדיה,0,1
"אוהד מושקוביץ, איציק דדיה, ועוזיה צדוק במחרוזת שירי רכניץ",איציק דדיה,3,4
צמד ילד מחדשים את 'מה אשיב לך',צמד ילד,0,1
צמד ילד בשיר חדש מישהו איתי כאן,צמד ילד,0,1
יואלי דיקמן והזמרים החבדים במופע 'יט כסליו',יואלי דיקמן,0,1
לילה מנצח יואלי דיקמן - שלום לעממער,יואלי דיקמן,2,3
יוסי גלנץ בסינגל חדש ''תן לי את הלב'',יוסי גלנץ,0,1
יוסי גלנץ עם סינגל שני שלו - ''א סימן'',יוסי גלנץ,0,1
"אברימי לונגר, מאיר קליין, שלוימי גוטליב - מחרוזת חסידית מזרחית",אברימי לונגר,0,1
